label,n_items,tier_tau0.6,matched_node,cosine,node_scene_freq,node_degree,in_mit,in_nyu
microwave cooking set,1,near,Microwave,0.7472,240,232,1,1
mirror tray,1,near,Mirror,0.6509,455,318,1,1
meat injector,1,far,Toy cow,0.3885,1,3,1,0
cutter and stamp kit,1,far,Cutting board,0.5417,65,135,1,1
curtain rods,1,near,Shower curtain rod,0.8435,1,5,0,1
curtains,1,exact,Curtains,1.0000,412,319,1,1
cushion support,1,near,Cushion,0.8581,99,137,1,1
cupcake boxes,1,near,Boxes,0.7134,7,29,1,1
cutting board set,1,near,Cutting board,0.8339,65,135,1,1
cutting mats,1,near,Floor mat,0.6396,7,38,1,0
cylinder set,1,far,Canister set,0.5691,1,8,1,0
cut mat,1,near,Mat,0.7368,3,14,1,1
cutlery caddy,1,near,Cutlery,0.7285,15,61,1,1
cutlery holder,1,exact,Cutlery holder,1.0000,2,13,1,0
magazine stand,1,near,Magazine,0.7354,37,90,1,1
lounge,1,near,Chaise lounge,0.8347,4,14,1,1
lounger,1,near,Chaise lounge,0.6890,4,14,1,1
luggage identifier,1,near,Luggage,0.6637,4,15,1,1
lunch container,1,near,Food container,0.8311,1,9,1,0
cutter set,1,near,Cutting board,0.6106,65,135,1,1
mister,1,far,Toilet,0.3614,214,145,1,1
mixer bowl,1,near,Mixer,0.8478,5,30,1,0
mixer bowl covers,1,far,Bowls,0.5939,19,80,1,1
mixer grinder,1,near,Coffee grinder,0.7873,1,8,1,0
mixer lift,1,near,Mixer,0.6605,5,30,1,0
crumber,1,far,Crib,0.5617,19,60,1,1
monitor,1,exact,Monitor,1.0000,1,5,0,1
mopping cloths,1,near,Cloth,0.6906,4,33,1,1
mount,1,near,Wall mount,0.7705,1,4,1,0
mixing cups,1,near,Cups,0.7106,16,86,1,1
mixing glass,1,near,Glass containers,0.6512,2,9,0,1
molcajete,1,far,Barstool,0.4493,3,21,1,0
mold pan,1,near,Pan,0.7131,84,144,1,1
mattress platform,1,near,Mattress,0.7532,4,13,1,1
meal box,1,near,Food container,0.6965,1,9,1,0
measure cup,1,near,Cup,0.7326,103,191,1,1
measuring beaker,1,far,Microscope,0.4715,1,6,1,0
muffin tin,1,far,Pan,0.4548,84,144,1,1
multi pot,1,near,Pot,0.7622,82,147,1,1
molds,1,far,Breads,0.5182,1,9,1,0
melting pot,1,near,Pot,0.6250,82,147,1,1
menu holders,1,near,Menu,0.7094,4,12,1,1
messenger bag,1,near,Bag,0.6928,18,69,1,1
measuring glass,1,near,Glass,0.6623,110,181,1,1
measuring jar,1,near,Jar,0.6814,11,53,1,1
measuring pan,1,near,Pan,0.6719,84,144,1,1
oven mesh,1,near,Oven,0.7234,207,207,1,1
omelet maker,1,far,Toy kitchen,0.4237,3,22,1,0
omelet pan,1,near,Pan,0.7398,84,144,1,1
organizer box,1,near,Boxes,0.6395,7,29,1,1
organizer rack,1,near,Rack,0.7563,1,8,1,0
corks,1,far,Wine bottles,0.5789,3,20,1,0
cosmetic bag,1,near,Bag,0.6732,18,69,1,1
cotton candy,1,far,Sugar packets,0.5320,2,12,1,1
counter cover,1,near,Countertop,0.6900,251,207,1,1
counter mat,1,near,Mat,0.7650,3,14,1,1
counter protector,1,near,Metallic counter,0.6224,1,4,1,0
counter set,1,near,Counter,0.8222,345,277,1,1
oven glove,1,near,Glove,0.7602,1,18,1,0
crock pot liners,1,near,Crockery,0.6160,1,9,1,0
counter space,1,near,Counter,0.6802,345,277,1,1
counter stool,1,near,Stool,0.8036,65,156,1,1
coupler,1,far,Saucer,0.4949,4,19,1,0
coupling,1,far,Mixer,0.3350,5,30,1,0
cozy,1,far,Duvet,0.5941,6,25,1,0
creamer,1,far,Saucer,0.5692,4,19,1,0
cup cake maker,1,near,Cup,0.6543,103,191,1,1
cup dispenser,1,near,Water dispenser,0.7663,1,8,1,0
cup hooks,1,near,Cup holder,0.6777,1,6,1,0
cup set,1,near,Cup,0.7956,103,191,1,1
creamer and sugar bowl set,1,near,Sugar bowl,0.6477,1,6,1,0
creamer and sugar set,1,near,Sugar packets,0.6190,2,12,1,1
crepe pan,1,near,Pan,0.6781,84,144,1,1
dish brush,1,near,Dish soap,0.7362,11,49,1,1
dish cloth set,1,near,Dishcloth,0.7724,1,8,1,0
dish drying mat,1,far,Dish towel,0.5940,4,21,1,0
knives set,1,near,Knives,0.8053,5,36,1,0
koozie,1,far,Sconce,0.4483,2,14,1,0
label kit,1,far,Plastic container,0.4432,1,5,0,1
dishwasher,1,exact,Dishwasher,1.0000,231,204,1,1
dishwasher attachment,1,near,Dishwasher,0.7596,231,204,1,1
dish soap,1,exact,Dish soap,1.0000,11,49,1,1
dishcloth,1,exact,Dishcloth,1.0000,1,8,1,0
divider set,1,far,Block set,0.4445,2,15,1,0
dividers,1,far,Platter,0.4299,5,39,1,0
divot tool,1,far,Column,0.3266,5,22,1,0
doilies,1,far,Cup,0.4058,103,191,1,1
doormat,1,near,Door,0.7282,117,181,1,0
dishcloth set,1,near,Dishcloth,0.8744,1,8,1,0
dishes,1,near,Dish,0.7681,54,104,1,1
dishtowel,1,near,Dishrack,0.6257,3,20,1,0
insect powder,1,far,Mosquito net,0.5112,1,5,1,0
inserts,1,far,Boxes,0.4053,7,29,1,1
iron rest,1,near,Ironing board,0.6145,1,8,1,0
ironing board cover,1,near,Ironing board,0.8161,1,8,1,0
ironing board holder,1,near,Ironing board,0.8315,1,8,1,0
container set,1,near,Container,0.7936,19,70,1,1
party picks,1,far,Posters,0.3729,2,12,1,0
pasta boat,1,near,Boat,0.7312,1,9,1,0
pasta cooker,1,near,Cooker,0.7859,1,8,1,0
pasta cooker set,1,near,Cookware,0.6123,17,65,1,1
pasta maker,1,far,Kitchen,0.5708,1,10,1,0
cookware pot,1,near,Cookware,0.8406,17,65,1,1
cookware rack,1,near,Cookware,0.8000,17,65,1,1
cook set,1,near,Cookware,0.7288,17,65,1,1
connector,1,far,Cable,0.5962,2,11,1,1
console,1,exact,Console,1.0000,1,5,1,0
multicooker,1,far,Stereo,0.3737,2,9,0,1
necklace,1,near,Beads,0.6653,1,5,0,1
cork holder,1,near,Candle holder,0.6415,17,50,1,1
cork puller,1,far,Hanger,0.4566,2,11,1,0
cookie pan set,1,near,Cookies,0.6455,1,9,1,0
organizer tray,1,near,Tray,0.7737,24,91,1,1
nut milk bags,1,far,Bag,0.5408,18,69,1,1
odor remover bar,1,far,Bar of soap,0.4664,1,3,1,0
oil bottles,1,near,Bottles,0.7471,26,91,1,1
oil burner,1,near,Gas burner,0.7801,1,8,1,0
oil pot,1,near,Pot,0.7595,82,147,1,1
coffee pod dispenser,1,near,Water dispenser,0.6818,1,8,1,0
coffee pod drawer,1,near,Drawer,0.6996,56,107,1,1
coffee pod storage drawer,1,near,Storage drawer,0.7802,2,8,1,0
coffee roaster,1,near,Coffee maker,0.7966,80,124,1,1
coffee siphon,1,near,Coffee machine,0.6762,2,14,1,0
coffee filter set,1,near,Coffee maker,0.6057,80,124,1,1
coffee holder,1,near,Cup holder,0.8045,1,6,1,0
coffee machine,1,exact,Coffee machine,1.0000,2,14,1,0
compost bin,1,near,Recycling bin,0.7126,1,9,1,0
composter,1,far,Planter,0.5015,1,8,1,0
composting bags,1,far,Bag,0.5102,18,69,1,1
computer station,1,near,Computer,0.6115,14,51,1,1
coffee system,1,near,Coffee machine,0.8095,2,14,1,0
coffee table set,1,near,Coffee table,0.8515,577,306,1,1
coin bank,1,far,Cart,0.4311,3,21,1,1
panini maker,1,near,Pan,0.6677,84,144,1,1
oven pull,1,near,Oven,0.7343,207,207,1,1
oven rack guards,1,near,Ovens,0.6396,1,10,1,0
oven shelf guard,1,far,Ovens,0.5838,1,10,1,0
ozone plate,1,far,White plate,0.5774,1,11,1,0
collar,1,far,Stuffed dog,0.4792,1,8,1,0
pantry system,1,near,Pantry,0.8570,3,20,1,0
parchment,1,far,Pastry,0.5342,1,10,1,0
party bar,1,near,Bar,0.7865,5,23,1,1
pan holder,1,near,Pan,0.7624,84,144,1,1
pan lid,1,near,Pan,0.7633,84,144,1,1
pan liner,1,near,Pan,0.7454,84,144,1,1
pan tree,1,near,Pan,0.7279,84,144,1,1
place card holders,1,near,Cards,0.6567,2,6,1,1
place mat,1,near,Mat,0.8196,3,14,1,1
piping nozzles,1,far,Shower valve,0.3602,1,2,1,0
pizza crisper,1,far,Toaster,0.5267,20,61,1,1
pizza peel,1,far,Pie,0.4970,1,12,1,0
pizza set,1,far,Kitchen play set,0.5843,1,9,1,0
peel,1,far,Knife,0.4473,33,97,1,0
placemat set,1,near,Placemats,0.8007,2,10,1,0
plastic wrap,1,near,Plastic bag,0.6885,1,5,0,1
plate case,1,near,Plate,0.7723,156,215,1,1
plate holder,1,near,Plate,0.8050,156,215,1,1
pizza wheel,1,far,Bicycle,0.4975,1,5,1,0
place card holder,1,near,Paper holder,0.6571,1,3,1,0
photo display,1,near,Photo frame,0.7111,10,41,1,0
pie baker,1,near,Pie,0.7741,1,12,1,0
pie crust,1,near,Pie,0.8176,1,12,1,0
pastry board,1,near,Pastry,0.8138,1,10,1,0
pastry frame,1,near,Pastry,0.7985,1,10,1,0
patio heater,1,near,Heater,0.7168,2,6,1,1
coffee pack drawer,1,near,Drawer,0.6751,56,107,1,1
pillow encasing,1,near,Pillow,0.8405,218,202,1,1
pillow mat,1,near,Pillow,0.7862,218,202,1,1
pie server,1,near,Pie,0.6778,1,12,1,0
pie set,1,near,Pie,0.7605,1,12,1,0
peppermill,1,near,Pepper,0.7429,3,28,1,0
clip strips,1,far,Striped cloth,0.5062,1,11,1,0
clock timer,1,near,Clock,0.7998,66,149,1,1
pot clip,1,near,Pot,0.6811,82,147,1,1
pot handle holder,1,near,Utensil holder,0.6815,13,46,1,1
pot handle sleeve,1,far,Decorative pot,0.5652,4,22,1,0
pot handle sleeves,1,far,Decorative pot,0.5823,4,22,1,0
pot hook,1,near,Pot,0.7301,82,147,1,1
cloth holder,1,near,Towel holder,0.7504,15,29,1,1
clothes bar,1,near,Bar,0.7635,5,23,1,1
cloths,1,near,Cloth,0.9215,4,33,1,1
coat hook,1,near,Coat rack,0.6437,3,11,1,0
cleaning cups,1,near,Cups,0.7022,16,86,1,1
cleaning kit,1,near,Cleaning supplies,0.7480,1,10,1,0
coffee dripper,1,near,Coffee machine,0.7330,2,14,1,0
coffee filter basket,1,near,Coffee maker,0.6617,80,124,1,1
coat tree,1,near,Tree,0.6629,1,6,1,0
cocktail shaker,1,near,Shaker,0.7483,1,9,1,0
cocktail shaker set,1,far,Tea set,0.5857,8,32,1,1
cocotte,1,far,Figurine,0.5081,1,6,1,0
coffee baskets,1,near,Baskets,0.7186,3,26,1,0
pillow pet,1,near,Pillow,0.7998,218,202,1,1
pins,1,far,Shoes,0.5173,7,34,1,1
coffee decanter,1,near,Decanter,0.7098,3,9,1,1
jigger,1,far,Comb,0.3988,1,8,1,0
ironing mat,1,near,Ironing board,0.7345,1,8,1,0
ironing table holder,1,near,Ironing board,0.6384,1,8,1,0
jar grip,1,near,Jar,0.7208,11,53,1,1
jar grippers,1,near,Jars,0.6844,1,6,1,0
jar grips,1,near,Jar,0.6882,11,53,1,1
jar lifter,1,near,Jar,0.7322,11,53,1,1
juicer blender,1,near,Juice jug,0.6232,1,8,1,0
k cup drawer,1,near,Drawer,0.7096,56,107,1,1
k cup filter,1,far,Cup,0.4925,103,191,1,1
keeper,1,far,Knife,0.5037,33,97,1,0
jar sealer,1,near,Jar,0.7396,11,53,1,1
jar strainer,1,near,Strainer,0.8393,1,9,1,0
jello shot cups,1,near,Cups,0.6438,16,86,1,1
ice blanket,1,near,Blanket,0.8081,178,180,1,1
ice cream sticks,1,near,Decorative sticks,0.6253,2,11,1,0
ice maker,1,near,Ice bucket,0.6733,2,10,1,0
hot chocolate maker,1,far,Coffee maker,0.5731,80,124,1,1
hot pack,1,far,Backpack,0.5489,3,15,1,1
hot pot set,1,near,Pots,0.7189,19,72,1,1
juice jar,1,near,Jar,0.8077,11,53,1,1
induction cooktop,1,near,Cooktop,0.7214,18,58,1,1
induction range,1,far,Range,0.4695,2,19,1,0
inflator,1,far,Balloon,0.4917,2,17,1,0
ice molds,1,far,Ice bucket,0.5427,2,10,1,0
ice pack,1,near,Ice bucket,0.6304,2,10,1,0
ice popsicle maker molds,1,far,Ice bucket,0.4157,2,10,1,0
ice stirrers,1,near,Stir sticks,0.6217,1,11,1,0
ice tea maker,1,near,Tea pot,0.6733,1,9,1,0
quilt rack,1,near,Rack,0.7716,1,8,1,0
produce protector,1,far,Makeup products,0.3976,1,6,0,1
pub set,1,near,Tea set,0.6178,8,32,1,1
pots,1,exact,Pots,1.0000,19,72,1,1
pouch,1,near,Bag,0.6643,18,69,1,1
pod holster,1,far,Shoe,0.4451,1,8,1,0
rasp,1,far,Mat,0.4995,3,14,1,1
re sealer,1,far,Freezer,0.3728,1,11,1,0
recipe card dividers,1,far,Cookbook,0.4388,8,38,1,1
recliner cable,1,near,Recliner,0.7581,4,14,1,1
punch bowl,1,near,Bowl,0.8024,203,268,1,1
punch bowl set,1,near,Bowls,0.6579,19,80,1,1
popcorn cart,1,near,Cart,0.6949,3,21,1,1
popcorn containers,1,near,Containers,0.7025,3,12,1,1
popcorn machine,1,far,Corn,0.5803,1,16,1,0
plate separators,1,near,Plates,0.6850,90,175,1,1
plate set,1,near,Plates,0.8266,90,175,1,1
plate stand,1,near,Plate,0.7569,156,215,1,1
popsicle maker,1,far,Pepper shaker,0.5122,3,26,1,0
popsicle mold,1,far,Vases,0.4623,6,31,1,1
pod maker,1,far,Coffee maker,0.5765,80,124,1,1
poly bags,1,near,Plastic bag,0.6816,1,5,0,1
popcorn bags,1,near,Bag,0.6072,18,69,1,1
recycling container,1,near,Recycling bin,0.7912,1,9,1,0
remote control,1,exact,Remote control,1.0000,9,28,1,1
repair kit,1,far,Cleaning supplies,0.3629,1,10,1,0
chopping mat and knife set,1,near,Chopping knife,0.6505,1,13,1,0
chopping tray,1,near,Chopping board,0.7284,3,23,1,0
citric acid,1,far,Olive oil,0.4337,1,9,1,0
rice steamer,1,near,Rice cooker,0.7702,2,12,1,0
ricer,1,near,Rice cooker,0.6654,2,12,1,0
ring,1,near,Towel ring,0.6081,1,3,0,1
rinse aid,1,far,Detergent,0.5596,1,8,1,0
recliner cover,1,near,Recliner,0.7597,4,14,1,1
recliner handle,1,near,Recliner,0.7593,4,14,1,1
recycle bags,1,near,Recycling bin,0.6286,1,9,1,0
roti pan,1,near,Pan,0.7718,84,144,1,1
rinser,1,near,Washer,0.7046,2,10,1,0
riser,1,far,Shaker,0.5406,1,9,1,0
risers,1,far,Slippers,0.4922,3,15,1,1
roast pan,1,near,Pan,0.7638,84,144,1,1
robe,1,far,Clothes,0.5996,7,30,1,0
repair tabs,1,far,Tray,0.2971,24,91,1,1
restorer,1,far,Backsplash,0.4298,1,6,1,0
pouches,1,far,Bag,0.5968,18,69,1,1
pourers,1,far,Cups,0.4997,16,86,1,1
power cord,1,far,Electrical outlet,0.5660,2,7,1,0
power stake,1,far,Lanterns,0.4103,1,9,1,0
robe hook,1,far,Hanging clothes,0.5413,1,8,1,0
rolling pin cover,1,far,Roll of toilet paper,0.4724,3,21,1,0
rolls,1,near,Roll toilet paper,0.6588,1,5,1,0
scale remover,1,far,Scale,0.5642,1,13,1,0
scoop set,1,far,Tea set,0.5781,8,32,1,1
sandwich press,1,far,Toaster,0.4976,20,61,1,1
sanitizer,1,far,Cleaner,0.5798,1,13,1,0
sauce boat,1,near,Boat,0.7284,1,9,1,0
sauce pan set,1,near,Pans,0.6901,4,29,1,0
cereal dispenser,1,near,Water dispenser,0.6698,1,8,1,0
chain,1,far,Gate,0.4719,1,7,1,0
chair mat,1,near,Floor mat,0.7969,7,38,1,0
chairpad,1,near,Wooden chair,0.6500,1,8,1,0
chalkboard,1,exact,Chalkboard,1.0000,4,23,1,0
saw frame,1,near,Frame,0.7373,9,28,1,1
champagne flute,1,far,Wine glass,0.5603,7,40,1,0
charms,1,far,Beads,0.5473,1,5,0,1
cheese board,1,near,Cheese,0.7364,2,20,1,0
cheese cloth,1,near,Cloth,0.7610,4,33,1,1
cheese dome,1,near,Cheese,0.6168,2,20,1,0
cheese tray,1,near,Tray,0.7672,24,91,1,1
clamp,1,far,Knife holder,0.4803,2,13,1,0
chenille stems,1,far,Decorative plant,0.4594,28,80,1,1
chilling stones,1,far,Stone wall,0.5856,5,24,1,0
chip maker,1,far,Coffee maker,0.4717,80,124,1,1
chopping board,1,exact,Chopping board,1.0000,3,23,1,0
chopping boards,1,near,Chopping board,0.9528,3,23,1,0
chopping mat,1,near,Chopping board,0.7362,3,23,1,0
serveware,1,near,Dishware,0.6112,8,36,1,1
scraper set,1,far,Tool set,0.5361,1,9,1,0
screen divider,1,near,Screen,0.6014,13,35,1,1
scrub cloths,1,near,Washcloths,0.7827,1,7,1,0
shelf clips,1,near,Shelves,0.6822,23,88,1,1
shaker bottle,1,near,Shaker,0.7793,1,9,1,0
shaker glass set,1,near,Glass containers,0.6548,2,9,0,1
shear,1,far,Strainer,0.4790,1,9,1,0
sealing ring,1,far,Towel ring,0.4765,1,3,0,1
runner,1,near,Race track,0.6330,1,7,1,0
s hook,1,far,Wall hooks,0.4998,1,5,1,0
salad bowl,1,near,Bowl,0.8382,203,268,1,1
salad chopper,1,far,Fruit bowl,0.5637,90,169,1,1
salad set,1,near,Tea set,0.6142,8,32,1,1
sheet grippers,1,far,Slippers,0.5923,3,15,1,1
sheet pans,1,near,Pans,0.8157,4,29,1,0
salt and pepper set,1,near,Salt,0.6192,2,21,1,0
salt cellar,1,near,Salt,0.6843,2,21,1,0
salt dip,1,near,Salt,0.7560,2,21,1,0
salt mill,1,near,Salt,0.7030,2,21,1,0
sand bags,1,near,Bag,0.6441,18,69,1,1
sandwich box,1,near,Boxes,0.6568,7,29,1,1
rotisserie,1,far,Cooktop,0.5784,18,58,1,1
rug set,1,near,Rugs,0.8483,1,4,0,1
drain board,1,near,Drain,0.7703,4,6,1,1
drain cleaner,1,near,Drain,0.7766,4,6,1,1
drain protectors,1,near,Drain,0.6311,4,6,1,1
drain stop,1,near,Drain,0.7955,4,6,1,1
icing bag,1,near,Bag,0.6009,18,69,1,1
icing bag ties,1,far,Bag,0.4452,18,69,1,1
icing bottles,1,far,Bottles,0.5865,26,91,1,1
icing mix,1,far,Mixer,0.4657,5,30,1,0
drying system,1,near,Dryer,0.7039,2,13,1,0
drying tree,1,far,Tree,0.5825,1,6,1,0
draining mat,1,near,Drain,0.6001,4,6,1,1
drawer insert,1,near,Drawer,0.8086,56,107,1,1
drain,1,exact,Drain,1.0000,4,6,1,1
dust,1,far,Cleaner,0.5166,1,13,1,0
dust ruffle,1,far,Rug,0.4374,435,336,1,1
dustbags,1,near,Bag,0.6539,18,69,1,1
duvet cover,1,near,Duvet,0.8597,6,25,1,0
drinking glasses,1,near,Drinking glass,0.8718,1,3,1,0
drinking jar,1,near,Glass jar,0.7928,9,49,1,1
drip pot,1,near,Pot,0.7875,82,147,1,1
grill set,1,far,Chess set,0.5613,5,26,1,1
grille pan,1,near,Pan,0.7232,84,144,1,1
grilling bags,1,far,Bag,0.5750,18,69,1,1
grinder attachment,1,near,Coffee grinder,0.6547,1,8,1,0
grocery bag,1,near,Bag,0.7568,18,69,1,1
guard,1,far,Banister,0.4471,1,6,1,0
shopping bags,1,near,Bag,0.7062,18,69,1,1
shopping cart liner,1,near,Shopping cart,0.7173,1,8,1,0
shot glass maker,1,near,Glass,0.6753,110,181,1,1
shot glass mold,1,far,Glass,0.5781,110,181,1,1
shot glass set,1,near,Glass,0.6272,110,181,1,1
carpet,1,exact,Carpet,1.0000,33,64,1,1
cap set,1,far,Tea set,0.5479,8,32,1,1
cap washer,1,near,Washer,0.8060,2,10,1,0
cappuccino cups,1,near,Coffee cups,0.7072,1,9,1,0
cappuccino maker,1,far,Coffee maker,0.5791,80,124,1,1
cart liner,1,near,Cart,0.6916,3,21,1,1
cartridges,1,near,Printer,0.6761,3,22,1,0
carving fork,1,near,Fork,0.7808,29,90,1,0
carafe set,1,far,Coffee mugs,0.5812,1,3,0,1
card,1,exact,Card,1.0000,3,8,1,1
card holder,1,near,Card,0.7585,3,8,1,1
seal,1,far,Mask,0.5418,2,9,1,1
casserole set,1,far,Cookware,0.5605,17,65,1,1
caster kit,1,far,Planter,0.4494,1,8,1,0
casters,1,far,Chairs,0.4826,246,271,1,1
cd boxes,1,near,Cd player,0.6597,1,5,1,0
carpet extractor,1,near,Carpet,0.7300,33,64,1,1
candelabra,1,exact,Candelabra,1.0000,2,12,1,0
candle,1,exact,Candle,1.0000,62,141,1,1
cake maker,1,near,Cake,0.7773,2,17,1,0
cake mold,1,near,Cake,0.6735,2,17,1,0
cake pans,1,near,Pans,0.8423,4,29,1,0
cake plate,1,near,Plate,0.7805,156,215,1,1
cake stand,1,exact,Cake stand,1.0000,1,13,1,0
candy dish,1,near,Dish,0.6762,54,104,1,1
canister bags,1,near,Canisters,0.7906,2,8,1,1
canner rack,1,near,Rack,0.7455,1,8,1,0
cake tins,1,near,Cake,0.6751,2,17,1,0
can cover,1,far,Cans,0.5429,1,3,1,0
can dispenser,1,near,Water dispenser,0.7437,1,8,1,0
shelf lock clips,1,far,Shelf,0.5046,160,255,1,1
shelf paper,1,near,Paper,0.7412,16,59,1,1
shelf rest,1,near,Shelf,0.8135,160,255,1,1
canning lids,1,near,Plastic lid,0.6463,1,5,0,1
cap catcher,1,far,Hats,0.4645,1,7,1,0
candle holder,1,exact,Candle holder,1.0000,17,50,1,1
shoe tower,1,near,Shoe,0.7084,1,8,1,0
shoe tree,1,near,Shoe,0.7690,1,8,1,0
shelving kit,1,near,Shelving,0.8877,3,13,1,1
shield,1,far,Block,0.5084,1,4,1,0
shelf divider,1,near,Shelves,0.6786,23,88,1,1
soap cradle,1,near,Soap,0.7498,48,94,1,1
sleeve,1,near,Jacket,0.6532,1,4,0,1
sleeve kit,1,far,Jacket,0.5687,1,4,0,1
slicer shredder,1,far,Platter,0.5394,5,39,1,0
slicing disc,1,far,Cutting board,0.4258,65,135,1,1
slipcover,1,near,Slippers,0.7338,3,15,1,1
slippers,1,exact,Slippers,1.0000,3,15,1,1
sock,1,near,Socks,0.8941,1,8,1,0
soda siphon,1,far,Beverage,0.5451,1,6,1,0
slushy maker,1,far,Coffee maker,0.5351,80,124,1,1
smoker box,1,near,Box,0.6107,30,95,1,1
snack bag,1,near,Bag,0.7371,18,69,1,1
soap case,1,near,Soap,0.7952,48,94,1,1
shredding disc,1,far,Cd player,0.4018,1,5,1,0
shower curtain o ring,1,near,Shower curtain,0.8452,63,68,1,1
shower head caddy,1,near,Shower head,0.8091,1,5,1,0
shower hook,1,near,Shower,0.6958,55,66,1,1
shower,1,exact,Shower,1.0000,55,66,1,1
shower bar,1,near,Towel bar,0.7485,2,8,1,0
shower coach,1,near,Shower,0.7031,55,66,1,1
simmer plate,1,near,Plate,0.6924,156,215,1,1
sink,1,exact,Sink,1.0000,801,403,1,1
sink grid,1,near,Sinks,0.7163,5,32,1,1
shower splash guard,1,near,Shower,0.6147,55,66,1,1
shower stool,1,near,Stool,0.7639,65,156,1,1
shower strip,1,near,Shower,0.7013,55,66,1,1
showerhead,1,exact,Showerhead,1.0000,27,41,1,1
hat,1,exact,Hat,1.0000,4,21,1,1
hat organizer,1,near,Hats,0.6750,1,7,1,0
headrest,1,near,Footrest,0.6578,1,9,1,0
hand fan,1,near,Fan,0.7260,20,66,1,1
hand soap system,1,near,Hand soap,0.8643,1,10,1,0
handbag,1,exact,Handbag,1.0000,2,17,1,1
garbage bag holder,1,near,Plastic bag,0.6478,1,5,0,1
garlic keeper,1,far,Kitchen,0.4673,1,10,1,0
gas lift,1,far,Gas burner,0.5681,1,8,1,0
hinges,1,far,Doors,0.5346,2,13,1,0
honey jar,1,near,Jar,0.7637,11,53,1,1
handle wraps,1,far,Hand towel,0.4786,8,34,1,1
goblets,1,far,Playset,0.3902,1,6,1,0
goggles,1,near,Glasses,0.6305,42,127,1,1
glass cleaner,1,near,Glass,0.7161,110,181,1,1
glass rimmer,1,near,Glass,0.6608,110,181,1,1
game set,1,near,Chess set,0.7357,5,26,1,1
egg cups,1,near,Eggs,0.7533,1,8,1,0
grill light,1,near,Light,0.6084,39,72,1,1
glider,1,far,Stroller,0.4940,2,11,1,0
globe,1,exact,Globe,1.0000,13,50,1,1
glue,1,far,Toothpaste,0.4922,4,18,1,0
broiler,1,near,Broccoli,0.6111,2,27,1,0
broiler pan set,1,near,Pans,0.6289,4,29,1,0
broiler set,1,far,Broccoli,0.5226,2,27,1,0
sponge holders,1,near,Sponge,0.7352,7,30,1,1
spoon dish,1,near,Spoon,0.8541,24,83,1,0
spoon set,1,near,Spoons,0.8691,1,8,1,0
spoon spatula,1,near,Spatula,0.7663,1,9,1,0
spoonrest,1,near,Spoon,0.7848,24,83,1,0
brush set,1,near,Scrub brush,0.6129,1,4,1,0
bucket,1,exact,Bucket,1.0000,3,15,1,0
buffet,1,exact,Buffet,1.0000,7,41,1,0
buffet tray,1,near,Buffet,0.8199,7,41,1,0
brining bag,1,near,Bag,0.6675,18,69,1,1
broil pan,1,near,Pan,0.7284,84,144,1,1
cake box,1,near,Cake,0.7559,2,17,1,0
cake decorating,1,near,Decor,0.6522,19,71,1,0
cake decorating kit,1,far,Cake stand,0.5551,1,13,1,0
bunkie board,1,near,Bunk bed,0.7502,11,31,1,1
burger maker,1,far,Coffee maker,0.5813,80,124,1,1
burner bib,1,far,Gas burner,0.5438,1,8,1,0
sink saver,1,near,Sink,0.7137,801,403,1,1
sink set,1,near,Sinks,0.7775,5,32,1,1
sink tidy,1,near,Sink,0.7726,801,403,1,1
siphon,1,far,Water dispenser,0.4948,1,8,1,0
butter warmer,1,far,Heater,0.5040,2,6,1,1
cabinet rack,1,near,Wall cabinet,0.7663,5,22,1,0
cable tightener,1,far,Cable,0.5943,2,11,1,1
steam pads,1,far,Floor cushion,0.4912,1,7,1,0
sprouter,1,far,Vegetable,0.5176,2,22,1,0
squeezer,1,far,Shaker,0.5945,1,9,1,0
stacker,1,far,Platter,0.5458,5,39,1,0
stand mixer,1,near,Mixer,0.7674,5,30,1,0
spout,1,far,Drain,0.5013,4,6,1,1
steaming rack,1,near,Rack,0.6890,1,8,1,0
stein,1,far,Pens,0.4213,1,7,1,0
stereo stand,1,near,Music stand,0.7637,1,11,1,0
stir stick,1,near,Stir sticks,0.9279,1,11,1,0
statue,1,exact,Statue,1.0000,29,87,1,1
spice jars,1,exact,Spice jars,1.0000,1,5,0,1
soymilk maker,1,far,Eggs,0.4594,1,8,1,0
space bag,1,near,Bag,0.7535,18,69,1,1
spacesaver,1,far,Carriage,0.4130,1,5,1,0
spatula set,1,near,Spatula,0.8293,1,9,1,0
speaker mount,1,near,Speaker,0.6504,9,31,1,1
steamer pot,1,near,Cooking pot,0.7148,2,14,1,1
spinner,1,far,Shaker,0.5363,1,9,1,0
spice bags,1,near,Spice jars,0.7202,1,5,0,1
spice jar carousel,1,near,Spice jar,0.7269,1,8,1,0
spice jar set,1,near,Spice jar,0.8612,1,8,1,0
storage cubes,1,exact,Storage cubes,1.0000,1,7,1,0
storage dish,1,near,Dish,0.7364,54,104,1,1
storage dish set,1,near,Dish rack,0.6712,52,124,1,1
storage drawers,1,near,Storage drawer,0.9091,2,8,1,0
storage seat,1,near,Window seat,0.6502,1,5,0,1
storage boxes,1,near,Storage box,0.9267,12,52,1,0
bread bags,1,near,Breads,0.7795,1,9,1,0
bowl maker,1,near,Bowl,0.8106,203,268,1,1
bowls set,1,near,Bowls,0.8594,19,80,1,1
bottle tree,1,near,Tree,0.7044,1,6,1,0
bowl brush set,1,far,Ornamental bowl,0.5622,1,5,1,0
